,sku,Units,Lines,unitspercase
945,LB17765325_f,349,101,21
946,YB25866656,199,101,21
947,LB18057265_f,224,101,21
948,SP04847387,116,101,25
949,AP04931832_f,192,101,21
950,YP04543593_f,125,101,21
951,MB65830626_f,224,101,21
952,AB84585499,605,101,72
953,SP04748456_f,129,101,21
954,SB26964832_f,201,101,21
955,AB83967021,562,101,36
956,SP04769335_f,116,101,21
957,AB93579836_f,131,100,21
958,SP04664523,108,100,10
959,LP04857858_f,124,100,21
960,YP04574135_f,165,100,21
961,SB26964777,207,100,81
962,MB55247232,220,100,21
963,MB55247096,112,100,21
964,KP04922345_f,136,100,21
965,LB16410600,338,100,6
966,LB17445768_f,238,100,21
967,YB26051033_f,120,100,21
968,AP04931835,270,100,12
969,SP04904983,108,100,16
970,SP04902146,116,100,10
971,SB26964926_f,196,100,21
972,YP04843762_f,116,100,21
973,MB90077674_f,386,100,21
974,MB26546315_f,295,100,21
975,SP04891513_f,120,100,21
976,AP04874455_f,124,100,21
977,AB91015981_f,487,100,21
978,SB25489622,214,99,84
979,MB80866468,717,99,60
980,SB27618187,107,99,25
981,LB15300915,301,99,12
982,MB73896982,427,99,66
983,AB90520435,251,99,24
984,MB66083029_f,122,99,21
985,YP04572000_f,117,99,21
986,YP04571985,125,99,8
987,AB93570699,152,99,6
988,AB74379518_f,494,98,21
989,SP04476743,106,98,21
990,SB22841674,216,98,92
991,MB80865757,729,98,60
992,LP04934426,119,98,4
993,SP04662799_f,114,98,21
994,MB35335339_f,421,98,21
995,MB90077784,372,98,36
996,MB66455686_f,196,98,21
997,LB16734580,228,98,4
998,SP04888612_f,98,98,21
999,SB25489635,102,98,78
1000,KB15234298,242,98,6
1001,YP04734543,110,98,4
1002,YB28176673_f,403,98,21
1003,MB80865870,720,98,60
1004,LB17358253_f,182,98,21
1005,YP04877226,109,98,12
1006,AP04870516_f,98,98,21
1007,AB72211885,499,97,48
1008,SB28015954_f,105,97,21
1009,SP04905617,101,97,21
1010,YP04543611,101,97,21
1011,AB92935947,281,97,72
1012,AB74145085,501,97,24
1013,SB27918418_f,184,97,21
1014,AB84679392_f,273,97,21
1015,LB17445700_f,230,97,21
1016,YB26051059_f,198,97,21
1017,SP04800006_f,101,97,21
1018,SB22244475,132,97,30
1019,MB91363400_f,401,97,21
1020,YB27249682,302,97,60
1021,MB76407491,105,97,150
1022,LB17358295_f,173,97,21
1023,AB84581639,195,97,6
1024,AP04900732_f,204,97,21
1025,SB27618307_f,117,97,21
1026,MB91363785,482,97,60
1027,AB74380015_f,498,97,21
1028,SP04840710,113,97,4
1029,LB16962035_f,310,97,21
1030,KP04922347_f,100,96,21
1031,LB17731553_f,111,96,21
1032,KP04742108,151,96,10
1033,YP04543638,101,96,21
1034,YP04921090_f,116,96,21
1035,KB16185511,358,96,12
1036,SP04800262_f,108,96,21
1037,MB91396338,630,96,60
1038,KP04918734,100,96,3
1039,SP04594714,104,96,16
1040,SP04847344_f,101,96,21
1041,AP04795219_f,691,96,21
1042,LB17422053,168,96,5
1043,MB89981661_f,393,96,21
1044,SB22244459,133,96,30
1045,MB91395135,640,96,60
1046,SP04884854,108,96,4
1047,YB26051046_f,214,96,21
1048,AB92935963_f,271,96,21
1049,AB93678847,373,96,12
1050,MB13802282,204,96,24
1051,MB65036488,326,96,20
1052,YB26791924,179,96,36
1053,AP04743285_f,159,96,21
1054,AP04795218_f,640,96,21
1055,AB84936556_f,296,95,21
1056,SP04810790_f,111,95,21
1057,LP04857857,107,95,2
1058,AB86711698,739,95,48
1059,YB27249747,264,95,60
1060,SB26964609,195,95,80
1061,AB83969760,595,95,72
1062,KB16333790,317,95,24
1063,LP04929819_f,103,95,21
1064,LP04931658,107,95,12
1065,SP04741999_f,107,95,21
1066,MB64996671,217,95,48
1067,AB84585622,449,95,48
1068,KP04748451,99,95,16
1069,AB93377559,580,95,288
1070,SB28267838,215,95,78
1071,MB66109026,184,95,6
1072,LB16675814,181,95,4
1073,KP04769885_f,119,95,21
1074,MB89981713,388,95,36
1075,AB74379534,487,95,36
1076,AB92974364_f,490,94,21
1077,SP04910224,114,94,12
1078,AB74377073_f,203,94,21
1079,SP04761745,98,94,21
1080,AB83967157_f,504,94,21
1081,AB93606071_f,256,94,21
1082,AP04897369,196,94,12
1083,SB27918405_f,119,94,21
1084,SP04899778,102,94,20
1085,MB89979628_f,382,94,21
1086,SP04262557,136,94,18
1087,YP04571996_f,124,94,21
1088,LB17303130,376,94,12
1089,AP04731318,109,94,12
1090,LB17955656,180,94,6
1091,SP04904982_f,98,94,21
1092,MB65831117_f,134,94,21
1093,SB26964146,184,94,55
1094,SP04784217,102,94,12
1095,LB17923785,406,94,18
1096,YB26791911,182,94,36
1097,SP04894157,98,94,8
1098,MB65830969,199,94,24
1099,SP04848175,106,94,4
1100,MP04751710_f,114,94,21
1101,AP04917842_f,102,94,21
1102,MB64996697,221,93,48
1103,SP04568913,109,93,10
1104,LB18107403_f,178,93,21
1105,MB65830558_f,125,93,21
1106,YP04543621,105,93,21
1107,YP04759265_f,105,93,21
1108,YP04921092_f,101,93,21
1109,KP04745899_f,121,93,21
1110,AP04900734_f,190,93,21
1111,SB26964751_f,181,93,21
1112,AB91015318_f,505,93,21
1113,KP04918732,105,93,3
1114,MB11583299_f,114,93,21
1115,SB26964463_f,146,93,21
1116,SP04884856,93,93,4
1117,MB35348397_f,404,93,21
1118,YB26791937_f,163,93,21
1119,AB93105077,638,93,48
1120,SB23697254_f,173,93,21
1121,AB83967128_f,511,93,21
1122,SB27965429,92,92,33
1123,YP04938245,100,92,2
1124,MB65831162_f,151,92,21
1125,SB26964706,166,92,80
1126,KP04871477,104,92,4
1127,LB17935650_f,184,92,21
1128,AB74379495_f,479,92,21
1129,MB66456012,196,92,42
1130,LP04932748,96,92,6
1131,MB64996639_f,222,92,21
1132,MB91363549_f,381,92,21
1133,AB83966996_f,456,92,21
1134,SB27617560,108,92,25
1135,MB80865980,661,92,60
1136,LB17422079_f,129,92,21
1137,KP04899274,100,92,6
1138,SP04913674,108,92,10
1139,YP04713708,186,92,8
1140,YP04543626,133,92,21
1141,LB17344076_f,214,92,21
1142,YP04843760,104,92,12
1143,MB26545918_f,236,92,21
1144,SB26964874_f,154,91,21
1145,MB63043897,655,91,21
1146,LB16437104_f,217,91,21
1147,SB27767711,341,91,60
1148,SP04848174_f,91,91,21
1149,SP04902149,103,91,10
1150,MB90481286_f,230,91,21
1151,KP04810365,103,91,4
1152,MB91375304_f,393,91,21
1153,SP04915446,115,91,20
1154,MB65831175_f,200,91,21
1155,LB16411049,376,91,6
1156,SP04921676,99,91,18
1157,MB84572855_f,377,91,21
1158,SB26964188_f,190,91,21
1159,LP04857860_f,95,91,21
1160,LB17955711,200,91,6
1161,LB17422037,153,91,5
1162,MB78596025,198,91,6
1163,SB28015967_f,103,91,21
1164,YP04572011,98,90,6
1165,SP04860256,94,90,36
1166,MB89981603_f,381,90,21
1167,AP04930577,293,90,24
1168,AB94145531_f,178,90,21
1169,SB26964939_f,173,90,21
1170,SB26964191_f,199,90,21
1171,MB78318494,151,90,26
1172,SP04910220,102,90,12
1173,SP04915469,94,90,10
1174,YB26055372,218,90,21
1175,AB93732194,545,90,48
1176,LB17537919_f,214,90,21
1177,LB17344254_f,224,90,21
1178,SB27617609,94,90,25
1179,YP04597048_f,177,90,21
1180,MB90481846_f,204,90,21
1181,LB16134096_f,280,90,21
1182,MP04900706,90,90,4
1183,MB80866361,675,90,60
1184,SB26964340_f,171,89,21
1185,YP04907444,105,89,20
1186,SP04902146_f,105,89,21
1187,SP04888633_f,97,89,21
1188,SP04847348_f,110,89,21
1189,MB65830493,172,89,12
1190,MB65830480,123,89,12
1191,MP04894945,93,89,10
1192,MB91373348_f,459,89,21
1193,KP04918735,109,89,3
1194,LB18057223_f,186,89,21
1195,KB15234447,284,89,72
1196,LB16577433,183,89,60
1197,SB28267812_f,185,89,21
1198,SB26964557_f,156,89,21
1199,YB27663776,186,89,36
1200,SP04893318_f,97,89,21
1201,SP04891514_f,97,89,21
1202,YB28180436,288,89,10
1203,SP04852452,100,89,15
1204,AP04931830,171,89,4
1205,MB35344469_f,366,89,21
1206,MP04865890_f,97,89,21
1207,AB84585499_f,575,89,21
1208,YP04543618_f,97,89,21
1209,AB93378600_f,541,89,21
1210,KB16308369,161,89,6
1211,MB65830972,122,89,24
1212,LB18108907,204,89,12
1213,LB18055034,303,88,6
1214,AB92936441,486,88,72
1215,YP04571998,111,88,8
1216,MP04890559,96,88,4
1217,SB27617586,187,88,25
1218,MP04894953,92,88,10
1219,SP04810865,100,88,30
1220,SP04594654,88,88,18
1221,SB22244462,187,88,30
1222,SB28269098,172,88,68
1223,AB88718534,198,88,20
1224,YP04543602,252,88,21
1225,MB11583480_f,122,88,21
1226,LB17924027,355,88,72
1227,AB91953580,482,88,60
1228,SP04800009,99,88,22
1229,SP04894981,100,88,10
1230,YP04543633,104,88,21
1231,SB26964133_f,133,88,21
1232,SB26964793,154,88,160
1233,LB17935618,181,88,8
1234,MP04890572,96,88,4
1235,SB26964803,143,88,160
1236,SB26463566,363,88,60
1237,SP04902145,108,88,10
1238,AB91559159,141,87,3
1239,MB91354396_f,442,87,21
1240,YP04903297_f,95,87,21
1241,SB26964968_f,167,87,21
1242,MP04890571,107,87,4
1243,AB84585538_f,645,87,21
1244,YP04734527_f,103,87,21
1245,SP04913560,91,87,12
1246,MB65831104_f,221,87,21
1247,LB17344157,230,87,12
1248,AB84024031,471,87,36
1249,SB27617573,107,87,25
1250,AB92936629,284,87,24
1251,SP04867406_f,95,87,21
1252,SP04847390,104,87,20
1253,YB25866724_f,154,87,21
1254,SB28015983,192,87,25
1255,SP04877942,95,87,26
1256,MB68634939,108,87,48
1257,YP04877209,99,86,12
1258,YP04572012,91,86,6
1259,LB17613493,323,86,6
1260,LB17483597,146,86,5
1261,MP04894951,94,86,10
1262,YB27663750,184,86,36
1263,YB27249747_f,225,86,21
1264,SB26964955_f,187,86,21
1265,KP04810364_f,93,86,21
1266,KB15373162_f,208,86,21
1267,MB65831188_f,138,86,21
1268,SP04891515_f,98,86,21
1269,YP04543595_f,110,86,21
1270,SB25489619,94,86,78
1271,SP04891516_f,90,86,21
1272,LB17483597_f,149,86,21
1273,MB64996710,191,86,48
1274,SP04904983_f,90,86,21
1275,KP04859901_f,101,85,21
1276,SP04762217,113,85,24
1277,SB22841593_f,101,85,21
1278,LB17871468,355,85,72
1279,SP04840591_f,88,85,21
1280,SB22841603_f,109,85,21
1281,MP04549043,101,85,12
1282,YP04543613_f,101,85,21
1283,MB73896982_f,377,85,21
1284,SB26964573_f,101,85,21
1285,MB91395931_f,507,85,21
1286,SP04894980,97,85,10
1287,SB26964201_f,154,85,21
1288,KP04922348_f,97,85,21
1289,LB17682291,273,85,36
1290,YB27840939_f,334,85,21
1291,AB83969799_f,390,85,21
1292,MB90482706_f,174,85,21
1293,KP04918743,88,84,12
1294,KP04899275_f,96,84,21
1295,SB26964544,180,84,80
1296,MP04704868_f,220,84,21
1297,AB73347198_f,84,84,21
1298,MP04772077,98,84,5
1299,AB93378749_f,525,84,21
1300,SP04594647,96,84,24
1301,SP04911060,92,84,12
1302,YB25866643_f,169,84,21
1303,MP04894954,104,84,10
1304,SB27918434_f,101,84,21
1305,SP04888632,84,84,20
1306,MB91359304_f,345,84,21
1307,SP04262467,106,84,20
1308,AB84585622_f,403,84,21
1309,YB26791924_f,165,84,21
1310,LB17358318_f,159,84,21
1311,LB16411065,356,84,6
1312,SB25489431,92,84,78
1313,SB25491791_f,84,84,21
1314,MB65831243,193,84,24
1315,SP04884852_f,84,84,21
1316,MB55247229,137,84,21
1317,MB84479220,208,84,6
1318,SB22842343,178,83,80
1319,MP04890560,99,83,4
1320,SP04902706,91,83,4
1321,SP04902144,83,83,10
1322,SP04910834,87,83,12
1323,AP04931835_f,217,83,21
1324,MB80865621,603,83,60
1325,MB89981522,345,83,48
1326,MP04894947,91,83,10
1327,SP04884857_f,99,83,21
1328,AB74380044_f,427,83,21
1329,SB28268031,113,83,21
1330,MB91373089_f,414,83,21
1331,YB27663718,182,83,36
1332,AP04897381_f,116,83,21
1333,MB65831094,131,83,24
1334,SB27529881_f,192,83,21
1335,MB90476819_f,172,83,21
1336,SB25489376,178,83,84
1337,MB66083715_f,87,83,21
1338,YP04571987_f,84,83,21
1339,SB22841629_f,170,83,21
1340,AP04897376_f,83,82,21
1341,SP04785885_f,98,82,21
1342,SP04818531,86,82,12
1343,MP04890559_f,94,82,21
1344,MB65831230,150,82,24
1345,AB93377559_f,504,82,21
1346,SB26964984,107,82,80
1347,YP04597049_f,280,82,21
1348,LB17603144_f,111,82,21
1349,SB27925061,139,82,55
1350,MB69336139,98,82,48
1351,MB65831049_f,110,82,21
1352,YP04877226_f,91,82,21
1353,AP04743283_f,145,82,21
1354,SP04785884_f,94,82,21
1355,AB93678847_f,309,82,21
1356,SB25491775,90,82,72
1357,LB17473374,200,82,12
1358,MB89981564,314,82,58
1359,MB66109026_f,164,82,21
1360,SP04847387_f,110,82,21
1361,MB88414896,98,82,24
1362,SB25489389_f,102,82,21
1363,SP04776412,90,82,5
1364,SB27925087,149,82,50
1365,LB17849665_f,107,82,21
1366,MB66458641_f,168,82,21
1367,AB75962982,151,82,6
1368,KP04769887,102,82,10
1369,SP04778329,94,82,20
1370,MB89981713_f,345,82,21
1371,AP04375112,89,81,21
1372,SP04894982,97,81,10
1373,SP04809614_f,93,81,21
1374,MB91377218_f,505,81,21
1375,LB17420000,153,81,24
1376,LB17303130_f,324,81,21
1377,SB25491788,170,81,72
1378,MB65830422_f,156,81,21
1379,SB21233717,170,81,84
1380,AB73347185,80,81,12
1381,SB28267825_f,187,81,21
1382,AB83967021_f,443,81,21
1383,LB16734506_f,267,81,21
1384,AP04743275_f,266,81,21
1385,MB91374648_f,405,81,21
1386,KP04810383,89,81,4
1387,KB15234719_f,247,81,21
1388,MB89981373,326,81,60
1389,MB91357238_f,333,81,21
1390,SP04625624_f,89,81,21
1391,MP04751708_f,97,81,21
1392,MP04900718,85,81,4
1393,AP04930578,254,81,24
1394,KP04934708,93,81,2
1395,AP04930277,131,81,20
1396,LB17483571,153,80,5
1397,KP04810365_f,88,80,21
1398,MP04129036_f,105,80,21
1399,YB27663721,176,80,36
1400,MP04890567,79,80,4
1401,SP04756894,84,80,25
1402,LB18107186_f,324,80,21
1403,LB17422053_f,153,80,21
1404,YP04543629_f,100,80,21
1405,MB13804374_f,173,80,21
1406,AP04930276,123,80,20
1407,MP04890564,87,80,4
1408,AB91953603,499,80,60
1409,LB16770955,308,80,12
1410,AB91953768,470,80,60
1411,LB16838842,200,80,60
1412,SB26964395_f,126,80,21
1413,AP04846801,352,80,15
1414,MP04865868,92,80,4
1415,SB22841616_f,184,80,21
1416,AB78500257,138,80,4
1417,SP04748459,92,80,10
1418,AB92935947_f,267,80,21
1419,SP04695280,80,80,8
1420,SP04893322_f,80,80,21
1421,MB76475216_f,173,80,21
1422,KB16345115,163,80,20
1423,AB91953551,454,80,60
1424,KP04769879,104,80,10
1425,KB16185511_f,288,80,21
1426,SB22841687,175,80,92
1427,AP04931831_f,168,80,21
1428,SP04904985_f,84,80,21
1429,SP04800184,100,80,25
1430,AB93283287,205,79,6
1431,AB84024332,478,79,36
1432,SB27618284,175,79,25
1433,SB28267809,83,79,8
1434,AB74380141_f,407,79,21
1435,AP04642042,87,79,6
1436,SB27618187_f,95,79,21
1437,MB91390305_f,540,79,21
1438,YP04734541,87,79,4
1439,MB66458434_f,196,79,21
1440,SB23697115,155,79,48
1441,YP04734521,91,79,4
1442,LP04920894,87,79,5
1443,MB90477177,178,79,58
1444,MB64996671_f,180,79,21
1445,SB27617560_f,87,79,21
1446,YB27249705,269,79,60
1447,SP04696257,87,79,12
1448,KB16203367_f,336,79,21
1449,SB27618297,83,79,25
1450,AB73257000_f,202,79,21
1451,MB55247232_f,180,79,21
1452,AB83730601,189,79,6
1453,SB27529946,220,79,130
1454,MB66458625_f,171,79,21
1455,MB66456012_f,183,78,21
1456,MB80865980_f,557,78,21
1457,SP04568913_f,90,78,21
1458,SP04910225,86,78,12
1459,AB83969760_f,453,78,21
1460,AB92586134,147,78,4
1461,LP04931658_f,94,78,21
1462,YP04543620,89,78,21
1463,LB17990682,160,78,24
1464,MB89979806,319,78,48
1465,YB27663763,168,78,36
1466,YP04843759,90,78,12
1467,SP04905617_f,86,78,21
1468,LB18055034_f,250,78,21
1469,AB75962982_f,148,78,21
1470,YP04543605_f,176,78,21
1471,SP04662409,86,78,12
1472,MP04877071_f,102,78,21
1473,LB17131409,195,78,4
1474,MB89979929,324,78,48
1475,KB15394057_f,112,78,21
1476,KP04769886,94,78,10
1477,KB16333790_f,221,78,21
1478,SB25489428,154,77,84
1479,SB22244129_f,91,77,21
1480,SP04894976_f,81,77,21
1481,AB91484415,228,77,12
1482,SP04894983,93,77,10
1483,SB26964609_f,164,77,21
1484,MB91363785_f,389,77,21
1485,MB93469108_f,153,77,21
1486,SP04748458_f,89,77,21
1487,YB27663705,162,77,36
1488,SP04888609,81,77,10
1489,LP04932749,95,77,6
1490,LB17726157,161,77,10
1491,MP04894949,97,77,10
1492,AB91840363_f,172,77,21
1493,YP04758315,81,77,5
1494,KB16056323_f,124,77,21
1495,SP04798847,89,77,21
1496,MB91390570,481,77,60
1497,YB25866656_f,148,77,21
1498,MB66119375,343,77,48
1499,YB26255703,160,77,12
1500,SP04742150_f,77,77,21
1501,MB91376769_f,333,77,21
1502,AP04930574,205,77,24
1503,LP04857857_f,85,77,21
1504,SP04902706_f,81,77,21
1505,YP04543622,89,77,21
1506,SP04568916,89,77,10
1507,KP04918735_f,105,77,21
1508,YB26054056,120,77,21
1509,LP04857859_f,77,77,21
1510,SP04761741_f,97,77,21
1511,SP04910226,89,77,12
1512,SP04912904_f,93,77,21
1513,SP04920235,97,77,16
1514,SP04847350_f,90,77,21
1515,SP04847346_f,77,77,21
1516,LB17483678,140,77,5
1517,SP04884850,92,76,4
1518,YP04543585_f,85,76,21
1519,SB27975338,119,76,24
1520,MB91396338_f,494,76,21
1521,MB55247096_f,88,76,21
1522,SP04848175_f,84,76,21
1523,AP04897377,116,76,6
1524,LB18050330,394,76,12
1525,YB27249624,221,76,60
1526,KP04769888,80,76,10
1527,SP04913552_f,76,76,21
1528,SB27529959,202,76,100
1529,SP04888626,88,76,10
1530,MP04864959,88,76,2
1531,SP04894977_f,80,76,21
1532,LB16410600_f,294,76,21
1533,SP04594655,80,76,18
1534,LB16770832_f,273,76,21
1535,SP04476743_f,88,76,21
1536,MB78318494_f,135,76,21
1537,SP04884855_f,80,76,21
1538,YB27249682_f,247,76,21
1539,KP04748451_f,84,76,21
1540,SP04894157_f,80,76,21
1541,AB84936433_f,154,76,21
1542,SP04742001,88,76,10
1543,LB17603160,163,76,6
1544,MB66119553,429,76,48
1545,MB80865757_f,580,76,21
1546,KB15234447_f,225,75,21
1547,YB28180410,244,75,10
1548,MB80865511_f,578,75,21
1549,LB18108907_f,182,75,21
1550,YP04900487_f,95,75,21
1551,MB65830956,124,75,24
1552,SP04639329,83,75,17
1553,YP04543626_f,106,75,21
1554,MP04890567_f,74,75,21
1555,YP04852837_f,87,75,21
1556,LB16655643,299,75,12
1557,YP04938242_f,87,75,21
1558,SB26964560_f,103,75,21
1559,YP04758316,75,75,5
1560,MB65830419,100,75,12
1561,MP04704726,99,75,10
1562,LP04924014,83,75,6
1563,SB27529836,217,75,115
1564,YP04571985_f,88,75,21
1565,MB89981564_f,294,75,21
1566,YP04543638_f,75,75,21
1567,AP04931830_f,136,75,21
1568,YP04759264,91,75,10
1569,SP04476744,91,75,21
1570,SP04793839_f,83,75,21
1571,YP04907444_f,95,75,21
1572,SP04840710_f,91,75,21
1573,SP04784217_f,74,74,21
1574,SP04904885,82,74,30
1575,MB80865375,543,74,60
1576,YP04843760_f,82,74,21
1577,SB28268028,165,74,76
1578,MB65036488_f,246,74,21
1579,AP04900733_f,147,74,21
1580,LB16722916,217,74,12
1581,YP04734543_f,86,74,21
1582,SP04742151_f,94,74,21
1583,SB22244475_f,102,74,21
1584,SB28012494,90,74,30
1585,MB58983810,382,74,36
1586,AB88718534_f,162,74,21
1587,KB15234298_f,214,74,21
1588,LB16655627,289,74,12
1589,MB90077784_f,282,74,21
1590,MB88005988,450,74,48
1591,YP04898328,98,74,2
1592,AB90520435_f,176,74,21
1593,AB73347172,86,74,12
1594,MB84479220_f,194,74,21
1595,YB26055372_f,186,74,21
1596,SB27925074,128,74,50
1597,SB27617612,86,74,25
1598,SP04888632_f,74,74,21
1599,MB80866154,565,74,60
1600,SB21240027,164,74,102
1601,KP04918740,82,74,3
1602,SB27529894_f,168,74,21
1603,SP04921676_f,78,74,21
1604,AB74377044_f,149,73,21
1605,LB17613493_f,271,73,21
1606,SB27618271,139,73,25
1607,LP04594645,77,73,2
1608,LP04932748_f,73,73,21
1609,KP04769884,89,73,10
1610,SB28012520,89,73,30
1611,YP04543621_f,89,73,21
1612,LB17849649_f,84,73,21
1613,SP04894981_f,73,73,21
1614,SP04934821,73,73,2
1615,AB75898454,155,73,6
1616,MP04894945_f,73,73,21
1617,MP04859104,85,73,8
1618,MB65497658,162,73,32
1619,YP04572011_f,81,73,21
1620,SP04262557_f,91,73,21
1621,LB16577433_f,144,73,21
1622,SP04839429,89,73,24
1623,SP04913561,73,73,12
1624,SP04900836,85,73,4
1625,LB17358279_f,152,73,21
1626,KB16002801,85,73,3
1627,MP04859098,81,73,8
1628,MB11584683,90,73,50
1629,SP04904886,81,73,30
1630,SB24517919,106,73,90
1631,KP04922350,84,72,8
1632,MP04878236,80,72,4
1633,SB27617573_f,80,72,21
1634,MB78254516,137,72,30
1635,AP04897369_f,148,72,21
1636,MB89981522_f,305,72,21
1637,YB27663750_f,148,72,21
1638,KP04871477_f,84,72,21
1639,MP04865875,76,72,4
1640,MB76475339_f,150,72,21
1641,SB28190950,110,72,80
1642,MB22110457,190,72,153
1643,LB17483571_f,144,72,21
1644,AB71126366,152,72,21
1645,MB93449856,154,72,6
1646,AB84024002,413,72,36
1647,SB28012504,152,72,30
1648,LB17483652,118,72,5
1649,YP04543633_f,79,71,21
1650,KP04918737,83,71,8
1651,SP04756896,83,71,46
1652,LB16411049_f,288,71,21
1653,MP04890572_f,87,71,21
1654,AP04917844,83,71,8
1655,MB78596025_f,157,71,21
1656,LP04929598,75,71,8
1657,MB65831094_f,110,71,21
1658,YP04572012_f,75,71,21
1659,YB26791911_f,150,71,21
1660,YB27249637,247,71,60
1661,AB74379534_f,355,71,21
1662,SP04692061,71,71,10
1663,AB78663343,154,71,6
1664,YB27570487,290,71,144
1665,MP04751711_f,91,71,21
1666,KP04827395,71,71,16
1667,SP04903554,79,71,12
1668,LB17923785_f,302,71,21
1669,AB67756588,128,71,12
1670,MB55247135,167,71,21
1671,MB73897350_f,293,71,21
1672,MB80866468_f,539,71,21
1673,MB91364742_f,293,71,21
1674,MB68678966,102,71,60
1675,AP04930275,120,71,20
1676,YB26255693,142,71,12
1677,SP04812418,91,71,8
1678,MP04890560_f,87,71,21
1679,MP04129037,91,71,21
1680,AB74453764,159,71,6
1681,SP04664525_f,71,71,21
1682,KP04934709,74,70,2
1683,LB18050330_f,336,70,21
1684,MB78318355,200,70,25
1685,KB16323917_f,249,70,21
1686,SB26964696,147,70,83
1687,MP04900719,70,70,4
1688,SB27611375,158,70,25
1689,SP04884854_f,82,70,21
1690,KP04918541,116,70,4
1691,SB25489363_f,82,70,21
1692,MB56876961,287,70,21
1693,MB66456287,144,70,36
1694,LB17419943,147,70,24
1695,AB91535584,287,70,18
1696,SP04915446_f,78,70,21
